title,text,rating,parent_asin,sentiment,cluster
"UPDATED- (Kissed, Made Up) I LOVE This.. And I HATE This..  Let Me Tell You About It..","WARNING- This is a somewhat in depth review. If you prefer a summary, see section marked THE BOTTOM LINE ------------------------------------- EDITED Well, sure enough as soon as I posted this review, I made a discovery. The touchpad was driving me crazy but I found a work around. By using two fingers instead of the other settings, I have made peace with my touchpad. I am revising this rating to FIVE STARS because honestly, I love this little Chromebook. The touchpad was my only big frustration with it. Now that I have the work around with two finger scrolling and moving around, I am much happier. It is not what I am used to but it works great now. I just wanted to let you all know BEFORE reading my original review. ---------------------------- HERE IS THE ORIGINAL REVIEW ------------------------ I have always wanted to have a Chromebook. I have laptops, tablets, a screaming desktop for my high powered applications, but sometimes I just want a small laptop touchscreen hybrid just to surf the net now and then without all of the other bells and whistles. Let's take a look.. WHAT IS THIS LIKE? I am going to review this in sections. SIZE The size of this is fantastic. I LOVE it. It is sleek, easy to use, and handy. WEIGHT This is the perfect weight for what it is. I find it to be just right for what I want. KEYBOARD This is a bit hard to see during the day in certain light, but I find that I am a touch typist for the most part, so as long as my hands are in the correct places, I am not too overwhelmed with it. The click and pressure of the keys is surprisingly good with this. I have an easier time typing with this than I do with my laptop which is larger. I typiecally work best on a split keyboard (ergonomic) so the fact that I can type on this so easily surprises me- well SHOCK actually. TOUCHSCREEN This is the part that I expected to be frustrated with, but it works BEAUTIFULLY. I have had no problems with it. In fact, if it were not for the touchscreen, this little Chromebook would probably have been thrown right out the window - probably without opening the window first. That leads me to my next section.. TOUCHPAD OMG. If there was ever a touch pad that would drive a person to insanity, this is it. The touchpad itself is all sealed with the two mouse buttons encased under the covering. That means there is not a separate button, but you have to press on the lower corners of the touchpad to get then to work. That is not the problem. The touchpad can be set and reset, but OMG, it is so annoying that I have literally almost thrown the thing across the room on several occasions until I remembered it had touchscreen so I could override my choices by pressing right on the screen,, even though the keyboard was still engaged. If it were not for THAT feature, forget it. The side scroll bars are my biggest annoyance. If you try to get them to surface, then press on them, it takes so long that when you finally get it to engage, you think it will work. It doesn't. The pointer will not seem to engage with the scrolling button and it takes forever. Touching it onscreen works better. CHARGING This takes a few hours to charge. BATTERY LIFE I get about 4 or 5 hours out of this depending on what I am doing. POWER BUTTON You can simply shut the Chromebook to turn it off in pause mode, or you can physically press the power button to turn it OFF. The thing is, however, when you open the book, it turns itself right on with no power button necessary. I rather like that feature. USB AND JACK The USB and Jack ports work great. No problems there. RECHARGE CORD The cord is plenty long enough and the transformer at the end of the cord is a slim one with a non-polarized plug so you can turn it either way in an outlet. VOLUME The volume buttons are wonderful- right on keyboard and easy to use. Volume is decent and no vibrating until it is way too loud anyway. SCREEN QUALITY Other than being in love with the touchscreen, I love the quality of the screen images too. The colors are good, and the clarity is nice as well. Is it as nice as the high level Samsung tablet? Not quite, but it is a decent runner up to it. EASE OF USE I find that the set up of this Chromebook is really nice. I have had no problems with lag and the set up is intuitive for those who are not great at finding and reading instructions. I have had no problems running basic apps on here, as well as using other browsers. I have not experimented with the Linux side of things at this point. PURPOSE? This makes a great notebook to bring to classes, coffee shops. for quick browsing of the web, and in my case to help manage online websites and a small business when I can not access my desktop or laptop and my tablet is not big enough for what I want to do. This is perfect for that. THE BOTTOM LINE I have to say that I REALLY love this thing Despite my fury at the ever frustrating touch pad, I love so much more about this Chromebook that I am willing to overlook the touch pad idiocy- well until it acts up again. I love the touchscreen overriding ability and that saves the whole thing for me. This is great to travel with me when I need basic access to internet packed in a perfect sized ""laptop"". MY RATING I want to give this five stars, but honestly, the touchpad is so ridiculous that I had to knock a star off for that. The touchscreen overrides it easily without having to flip the keyboard back and I have to say that placates me every time I get frustrated. This is a great little unit to have and I really like how fast it loads and performs. It is way nicer than I expected and is perfect for what I want to use it for.",5,B07Q2RB6BY,positive,0
TV Antenna,Not a fan. Tried in various locations of the house with poor results. Minimal number of channels could be picked up. Live in Metro area near multiple TV stations.,2,B08GFG76MJ,negative,1
Reliable,I purchased this several months ago to connect the optical S/PDIF my desktop to my stereo receiver. It has worked ever since without any trouble at all. No complaints.,4,B00CXACZN0,positive,1
Softest  cussion on me ears,"These headphones are soft and non-sweating. I wear these all day to talk on my phone , and listing on social media. Most headsets tend to make my ears sweat after wearing them to long..but not these. They Light weight and foldable.and the sound is evenly distributed in both ears. Love them",5,B095J3HLGN,positive,2
Does not fit correctly,"It’s nice and thin, but they cut the edge by the space bar too short and it sticks under the bar, causing it to keep making spaces when you are in the middle of typing. It’s impossible to use while typing. Defeats the purpose entirely. Don’t waste your money",2,B09HKYXN56,negative,0
Nope. Not even.,"Avoid. Within the first hour of use the left earbud (the slave) had been cutting out. The audio even froze up making this grinding noise as it repeated the last few milliseconds of playback over and over and over. I thought it was my phone/app so I turned off Bluetooth so the buds would disconnect. The weird noise kept going until I put them in the case and took them out again. Oh yeah, and the case looks bulky and awkward in my pocket. Very little noise isolation—they provide two sizes of ear tips but neither provided a good seal. I had my hopes up, but connectivity glitches like I mentioned are inexcusable for the price point.",1,B07H8B9GTX,negative,2
Clear Display,"Multiviewers like this are a great tool, especially now that we're doing more things from home. It allows you to display the screens from up to four devices on one monitor. The display is crisp and clear. It works great for gaming, video conferencing or for DIY security systems. The setup is easy and the device is compact. Once you get the hang of using it, you'll wonder how you lived without it. I HIGHLY recommend this product Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.",5,B0BRXKZHGM,positive,1
"Just Junk, Avoid","There, of course, no way to adjust brightness on this and to see what you've written or drawn you nearly need a flood lamp to see what's on the board. Drawing is easy enough, erasure is okay but the whole concept is ruined by being nearly impossible to read. Very disappointing.",1,B07NVP277Y,negative,1
loved it,"packing was fine, just a small plastic case. Drive works as advertised. would def buy again next time im in the market.",5,B004TS1J1I,positive,0
Works fine.,"Used to replace a 2 TB WD Black mechanical HD. Installed, imaged with Macrium Reflect Free software. Rebooted PC and set drive letter to the same as old spinning disks. Running smoothly and MUCH faster multitasking.",5,B07LHHZRG4,positive,1
Works for FiOS!,"Works like the Verizon FiOS splitters, no difference. 6-way with almost no signal loss (that I can tell streaming 4K Netflix!).",5,B01KCY5MBU,positive,1
"Perfect fit, light weight","After many years, my 1st gen keyboard Kindle finally died. I replaced it with a refurbished 8th gen Kindle. Which meant a new case as well since the new Kindle is significantly smaller that my original unit. This case is excellent. The navy blue is a deep color that dresses the whole thing up. I love that the magnets put the Kindle to sleep and wake it up.",5,B07896PKZB,positive,0
Four Stars,"Sturdy, holds up to the rigors of travel quite well.",4,B018K5EJCQ,positive,3
Nice laptop,"This is a nice laptop. I like it for basic office work. Using google sheets, checking email, and other office related tasks. It’s light and easy to carry. I like the design overall. Turned it in and it started right up without issue. Overall it seems like a nice laptop for office work and handling emails",5,B0C5LSW44L,positive,0
Fits the air tags perfectly,Nice 4 pack of air tag holders in great colors. Great to attach to keys so they don't get lost anymore.,5,B0BXNZYM48,positive,3
I would keep this as a backup,"Frankly, it is a bit big for traveling. I don't even know if it will last as long as the original, but it should last long enough until you get the oem for a replacement.",3,B07M615RWY,neutral,0
